Date_complete,ult_mean_speed,ult_mean_dir,ult_SD_speed,ult_SD_dir,ult_updrift
2013-01-10 15:20:00,2.819397,148.31153999999998,0.457836,7.41576,NULL
2013-01-10 15:30:00,2.543416,149.55592000000001,0.602955,12.500124,NULL
2013-01-10 15:40:00,3.027883,157.1966,0.362488,7.882366,NULL
2013-01-10 15:50:00,2.961972,153.14578,0.437048,8.70687,NULL
2013-01-10 16:00:00,2.737942,152.40054,0.345477,6.613192,NULL
2013-01-10 16:10:00,2.662482,154.15742,0.378887,7.180241,NULL
2013-01-10 16:20:00,2.99652,150.95574,0.220061,5.411786,NULL
2013-01-10 16:30:00,2.965696,153.33796,0.330581,8.61569,NULL
2013-01-10 16:40:00,3.12514,138.38884000000002,0.300564,10.118024,NULL
2013-01-10 16:50:00,2.917787,141.99856,0.349189,5.401792,NULL
2013-01-10 17:00:00,1.848925,139.449896,0.367664,10.580298,NULL
2013-01-10 17:10:00,2.129386,140.864416,0.314984,11.714862,NULL
2013-01-10 17:20:00,2.11664,122.672816,0.310998,11.0369,NULL
2013-01-10 17:30:00,1.238143,96.414748,0.403182,33.804884,NULL
2013-01-10 17:40:00,2.729471,19.571900000000028,1.509796,33.448384,NULL
2013-01-10 17:50:00,2.779567,8.795659999999998,1.489165,34.79002,NULL
2013-01-10 18:00:00,3.646392,4.000119999999981,1.201124,19.522912,NULL
2013-01-10 18:10:00,4.521593,348.0961,1.265039,15.05575,NULL
2013-01-10 18:20:00,5.092502,349.6652,1.661506,17.27685,NULL
2013-01-10 18:30:00,4.230954,350.11138,1.339321,17.312484,NULL
2013-01-10 18:40:00,4.918647,348.45984,1.32732,15.432104,NULL
2013-01-10 18:50:00,5.065267,348.18908,1.377703,15.186658,NULL
2013-01-10 19:00:00,5.160268,342.95202,1.404306,14.702652,NULL
2013-01-10 19:10:00,4.886345,348.14078,1.557565,16.606792,NULL
2013-01-10 19:20:00,5.430529,342.22394,1.550833,15.641312,NULL
2013-01-10 19:30:00,3.739707,344.88056,1.578154,21.801666,NULL
2013-01-10 19:40:00,3.209885,351.723,1.314809,26.949662,NULL
2013-01-10 19:50:00,3.470695,354.82952,1.036475,16.592424,NULL
2013-01-10 20:00:00,3.455662,349.56818,1.041973,17.024328,NULL
2013-01-10 20:10:00,4.241695,343.85888,1.22043,15.239582,NULL
2013-01-10 20:20:00,3.676322,343.5888,1.056554,14.425752,NULL
2013-01-10 20:30:00,3.391734,340.63406,1.248294,19.41103,NULL
2013-01-10 20:40:00,4.172972,339.47766,1.502596,19.429978,NULL
2013-01-10 20:50:00,3.767675,353.57712,1.006698,14.673472,NULL
2013-01-10 21:00:00,2.2523,356.81748,1.082882,27.132024,NULL
2013-01-10 21:10:00,4.32091,4.083100000000002,1.27349,14.631756,NULL
2013-01-10 21:20:00,4.095303,357.02396,1.076519,15.605104,NULL
2013-01-10 21:30:00,4.788385,348.64716,1.857858,16.843554,NULL
2013-01-10 21:40:00,5.087354,347.87268,1.697257,16.214912,NULL
2013-01-10 21:50:00,5.003926,346.55808,1.727735,20.422056,NULL
2013-01-10 22:00:00,6.093262,340.72632,1.45837,13.262536,NULL
2013-01-10 22:10:00,5.970843,341.54052,1.67779,13.54456,NULL
2013-01-10 22:20:00,5.080048,343.9372,1.475672,14.99426,NULL
2013-01-10 22:30:00,4.595974,341.7642,1.539404,18.22083,NULL
2013-01-10 22:40:00,4.752388,346.74018,1.259681,14.042294,NULL
2013-01-10 22:50:00,4.245497,342.23078,1.713223,23.102866,NULL
2013-01-10 23:00:00,5.342229,341.21258,1.734787,14.187536,NULL
2013-01-10 23:10:00,5.275507,341.36228,1.403115,13.87665,NULL
2013-01-10 23:20:00,6.247644,341.47918,1.406217,11.120632,NULL
2013-01-10 23:30:00,5.479944,343.73822,1.790421,17.156964,NULL
2013-01-10 23:40:00,5.233577,341.91764,1.507571,14.275802,NULL
2013-01-10 23:50:00,4.933304,341.63678,1.640257,16.407504,NULL
2013-01-11 00:00:00,5.4494,341.49316,1.472822,13.084254,NULL
2013-01-11 00:30:00,4.149881,343.5152,1.285028,19.32904,NULL
2013-01-11 00:40:00,3.374648,353.31562,1.257102,20.498918,NULL
2013-01-11 00:50:00,4.43181,3.1832200000000057,1.282944,15.284232,NULL
2013-01-11 01:00:00,3.676761,354.22602,1.15017,15.259412,NULL
2013-01-11 01:10:00,3.848113,353.49256,1.251523,18.497282,NULL
