#YY-MM-DD hh:mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2011-08-24 03:50,129,4.6,5.5,1.04,6.25,4.89,999,1015.9,28.3,28.9,22.1,99.0,99.00
2011-08-24 04:50,134,4.3,5.2,0.96,5.88,4.77,999,1015.8,28.3,28.9,22.2,99.0,99.00
2011-08-24 05:50,188,2.1,2.6,1.11,6.25,4.87,999,1015.9,27.4,28.9,22.7,99.0,99.00
2011-08-24 06:50,179,2.1,3.1,1.04,6.67,4.96,999,1015.2,27.8,28.9,22.8,99.0,99.00
2011-08-24 07:50,201,1.7,2.9,1.06,6.67,5.12,999,1014.8,28.1,28.8,22.0,99.0,99.00
2011-08-24 08:50,111,3.8,7.0,1.06,6.67,5.09,999,1014.7,27.7,28.8,22.3,99.0,99.00
2011-08-24 09:50,286,2.2,3.7,1.21,6.67,5.42,999,1015.3,25.5,28.6,20.9,99.0,99.00
2011-08-24 10:50,264,2.1,2.7,1.14,6.25,5.29,999,1015.5,27.2,28.5,22.0,99.0,99.00
2011-08-24 11:50,122,0.3,1.2,1.29,6.67,5.33,999,1015.8,27.5,28.5,22.4,99.0,99.00
2011-08-24 12:50,72,1.0,1.7,1.27,6.25,5.31,999,1016.0,28.1,28.7,21.3,99.0,99.00
2011-08-24 13:50,37,0.9,1.6,1.27,6.25,5.43,999,1016.8,28.5,28.9,22.1,99.0,99.00
2011-08-24 14:50,282,2.3,4.0,1.33,6.25,5.40,999,1017.4,26.5,28.9,22.0,99.0,99.00
2011-08-24 15:50,140,4.9,5.9,1.29,6.25,5.43,999,1017.4,27.8,29.1,22.1,99.0,99.00
2011-08-24 16:50,131,2.9,4.0,1.33,13.79,5.53,999,1017.2,28.0,29.1,21.9,99.0,99.00
2011-08-24 17:50,129,5.0,6.3,1.32,13.79,6.07,999,1016.6,28.1,29.2,22.5,99.0,99.00
2011-08-24 18:50,113,3.2,4.0,1.17,12.90,5.95,999,1015.9,27.9,29.3,22.0,99.0,99.00
2011-08-24 19:50,120,6.0,7.3,1.24,12.90,6.32,999,1015.4,27.3,29.3,22.7,99.0,99.00
2011-08-24 20:50,149,4.2,5.6,1.31,12.90,6.53,999,1015.2,27.2,29.2,21.7,99.0,99.00
2011-08-24 21:50,113,4.7,6.1,1.41,13.79,6.85,999,1015.1,26.5,29.2,22.5,99.0,99.00
2011-08-24 22:50,133,3.8,5.0,1.70,12.90,7.66,999,1014.8,27.2,29.1,22.5,99.0,99.00
2011-08-24 23:50,148,3.4,4.8,1.62,12.12,7.85,999,1015.0,27.9,29.0,22.2,99.0,99.00
2011-08-25 00:50,138,4.6,6.2,1.61,12.12,7.92,999,1015.6,28.1,29.0,22.9,99.0,99.00
2011-08-25 01:50,136,5.7,7.3,1.94,13.79,8.62,999,1016.1,28.3,29.0,23.9,99.0,99.00
2011-08-25 02:50,120,5.8,7.0,1.82,12.90,7.80,999,1016.3,27.9,29.0,24.3,99.0,99.00
2011-08-25 03:50,130,5.3,6.9,1.74,12.90,7.72,999,1015.9,28.2,28.9,24.3,99.0,99.00
2011-08-25 04:50,147,5.0,6.6,99.00,99.00,99.00,999,1015.8,28.6,29.0,23.2,99.0,99.00
2011-08-25 05:50,141,4.8,6.1,1.93,12.90,7.87,999,1015.2,28.6,29.0,23.1,99.0,99.00
2011-08-25 06:50,124,4.2,5.5,2.06,12.12,8.58,999,1014.5,28.5,29.0,23.4,99.0,99.00
2011-08-25 07:50,103,3.4,4.6,1.95,12.90,8.37,999,1014.3,28.3,28.9,23.7,99.0,99.00
2011-08-25 08:50,108,3.2,4.2,2.13,12.12,9.04,999,1014.0,28.5,28.9,23.8,99.0,99.00
2011-08-25 09:50,122,5.1,6.4,2.04,11.43,8.64,999,1014.3,28.5,28.9,24.0,99.0,99.00
2011-08-25 10:50,108,4.1,5.1,2.12,12.90,8.61,999,1014.9,28.7,28.9,23.5,99.0,99.00
2011-08-25 11:50,82,4.0,5.0,2.11,12.90,8.45,999,1015.3,28.8,28.9,23.4,99.0,99.00
2011-08-25 12:50,80,5.0,6.3,2.15,12.12,8.57,999,1015.4,28.8,28.9,23.5,99.0,99.00
2011-08-25 13:50,90,5.5,6.5,2.11,13.79,7.87,999,1015.6,28.8,29.0,23.7,99.0,99.00
2011-08-25 14:50,81,5.4,6.6,2.58,13.79,8.88,999,1015.9,28.8,29.0,23.5,99.0,99.00
2011-08-25 15:50,90,6.7,8.0,2.35,13.79,8.62,999,1015.9,28.9,29.1,23.8,99.0,99.00
2011-08-25 16:50,101,6.8,8.4,2.93,12.90,9.04,999,1015.4,29.1,29.1,23.7,99.0,99.00
2011-08-25 17:50,92,6.3,7.8,2.79,12.90,8.57,999,1014.6,28.9,29.1,24.3,99.0,99.00
2011-08-25 18:50,105,6.8,8.6,2.97,14.81,8.98,999,1013.6,28.3,29.2,23.7,99.0,99.00
2011-08-25 19:50,92,5.8,7.5,3.11,13.79,9.30,999,1013.4,28.4,29.2,22.8,99.0,99.00
2011-08-25 20:50,89,6.2,7.9,3.15,14.81,9.90,999,1013.4,28.5,29.2,22.7,99.0,99.00
2011-08-25 21:50,85,6.9,8.2,2.70,12.12,8.62,999,1012.7,28.5,29.2,22.9,99.0,99.00
2011-08-25 22:50,66,7.0,8.5,3.78,13.79,9.93,999,1011.8,28.4,29.1,23.3,99.0,99.00
2011-08-25 23:50,85,8.5,9.9,3.25,13.79,8.96,999,1012.0,28.6,29.0,23.7,99.0,99.00
2011-08-26 00:50,79,8.2,9.8,3.35,12.90,8.74,999,1012.4,28.7,29.0,24.0,99.0,99.00
2011-08-26 01:50,95,8.7,10.4,3.48,13.79,8.59,999,1012.7,28.6,29.0,24.3,99.0,99.00
2011-08-26 02:50,77,8.0,9.8,3.50,14.81,8.73,999,1012.4,28.3,29.0,22.8,99.0,99.00
2011-08-26 03:50,75,9.9,12.0,3.51,13.79,8.42,999,1011.6,28.4,28.9,23.9,99.0,99.00
2011-08-26 04:50,67,10.3,12.4,4.03,13.79,8.99,999,1010.8,28.7,28.9,24.4,99.0,99.00
2011-08-26 05:50,70,11.2,13.6,3.97,13.79,8.63,999,1009.6,28.5,28.9,24.5,99.0,99.00
2011-08-26 06:50,63,11.0,13.3,3.77,13.79,8.40,999,1008.7,28.8,28.9,24.6,99.0,99.00
2011-08-26 07:50,62,12.6,15.3,4.33,16.00,8.80,999,1007.4,28.8,28.9,24.4,99.0,99.00
2011-08-26 08:50,75,13.2,15.9,4.66,14.81,8.47,999,1007.2,26.7,28.9,22.7,99.0,99.00
2011-08-26 09:50,50,12.1,15.2,4.71,16.00,8.71,999,1006.1,28.1,28.8,24.4,99.0,99.00
2011-08-26 10:50,48,12.8,15.6,4.75,14.81,8.76,999,1005.7,27.5,28.8,23.2,99.0,99.00
2011-08-26 11:50,49,15.3,19.4,4.79,16.00,8.54,999,1005.3,28.4,28.7,24.2,99.0,99.00
2011-08-26 12:50,51,16.4,19.8,5.30,14.81,8.55,999,1004.8,28.3,28.7,22.8,99.0,99.00
2011-08-26 13:50,40,16.1,19.0,5.45,16.00,8.39,999,1003.4,27.9,28.7,24.0,99.0,99.00
2011-08-26 14:50,36,17.5,22.2,5.80,14.81,8.63,999,1003.0,27.5,28.6,23.1,99.0,99.00
2011-08-26 15:50,29,18.6,23.0,6.37,16.00,8.95,999,1002.3,25.7,28.6,22.1,99.0,99.00
2011-08-26 16:50,24,21.7,26.8,6.69,17.39,8.86,999,1000.3,24.8,28.5,22.8,99.0,99.00
2011-08-26 17:50,22,20.1,25.4,6.96,16.00,8.87,999,998.2,26.6,28.5,23.3,99.0,99.00
2011-08-26 18:50,14,21.1,27.3,7.48,16.00,9.54,999,996.0,26.0,28.4,22.7,99.0,99.00
2011-08-26 19:50,7,21.5,27.8,6.86,16.00,8.78,999,994.3,25.7,28.2,22.8,99.0,99.00
2011-08-26 20:50,2,21.4,26.9,7.25,14.81,8.67,999,993.3,25.4,28.3,23.2,99.0,99.00
2011-08-26 21:50,349,21.8,27.2,6.29,14.81,8.06,999,992.7,25.1,28.3,23.0,99.0,99.00
2011-08-26 22:50,345,20.9,26.1,99.00,99.00,99.00,999,992.2,25.7,28.2,23.4,99.0,99.00
2011-08-26 23:50,338,22.4,28.3,99.00,99.00,99.00,999,991.6,25.6,28.3,22.9,99.0,99.00
2011-08-27 00:50,325,20.4,24.8,99.00,99.00,99.00,999,992.5,25.4,28.3,22.7,99.0,99.00
2011-08-27 01:50,320,19.3,24.3,99.00,99.00,99.00,999,993.4,25.3,28.4,22.9,99.0,99.00
2011-08-27 02:50,316,19.9,25.6,99.00,99.00,99.00,999,992.8,25.9,28.3,22.7,99.0,99.00
2011-08-27 03:50,313,20.1,25.9,99.00,99.00,99.00,999,993.0,26.2,28.3,22.5,99.0,99.00
2011-08-27 04:54,309,18.5,24.5,5.32,9.09,7.06,999,993.4,25.6,28.2,22.5,99.0,99.00
2011-08-27 05:50,298,18.6,23.9,99.00,99.00,99.00,999,993.7,26.3,28.2,22.6,99.0,99.00
2011-08-27 06:50,293,19.5,24.6,99.00,99.00,99.00,999,993.6,26.3,28.1,22.1,99.0,99.00
2011-08-27 07:50,285,17.7,23.0,99.00,99.00,99.00,999,994.5,26.5,28.1,22.3,99.0,99.00
2011-08-27 08:50,284,16.8,22.9,3.87,7.69,6.67,999,994.9,27.4,28.1,22.2,99.0,99.00
2011-08-27 10:50,281,14.8,19.5,99.00,99.00,99.00,999,997.5,26.6,28.1,22.4,99.0,99.00
2011-08-27 11:50,274,14.6,18.2,99.00,99.00,99.00,999,998.4,27.4,28.1,22.5,99.0,99.00
2011-08-27 12:50,269,14.1,16.6,99.00,99.00,99.00,999,999.4,27.4,999.0,22.7,99.0,99.00
2011-08-27 13:50,264,14.4,17.5,99.00,99.00,99.00,999,999.6,27.4,28.1,22.5,99.0,99.00
2011-08-27 14:50,267,12.9,15.3,99.00,99.00,99.00,999,1000.8,27.6,28.1,22.8,99.0,99.00
2011-08-27 15:50,268,12.5,15.1,2.29,5.88,5.29,999,1001.2,27.6,28.1,22.6,99.0,99.00
2011-08-27 16:50,259,11.5,14.2,99.00,99.00,99.00,999,1000.9,27.8,28.1,23.1,99.0,99.00
2011-08-27 17:50,254,11.8,14.0,1.94,5.88,5.01,999,1000.9,28.4,28.2,23.1,99.0,99.00
2011-08-27 18:50,251,11.2,13.4,99.00,99.00,99.00,999,1000.9,28.3,28.3,23.9,99.0,99.00
2011-08-27 19:50,244,10.9,13.0,1.72,5.56,5.10,999,1000.5,28.7,28.3,23.8,99.0,99.00
2011-08-27 20:50,236,10.3,12.4,1.64,9.09,4.93,999,1000.6,28.7,28.2,24.3,99.0,99.00
2011-08-27 21:50,232,9.6,11.1,99.00,99.00,99.00,999,1001.3,28.9,28.2,24.3,99.0,99.00
2011-08-27 22:50,225,9.0,10.7,1.53,9.09,5.19,999,1001.3,29.0,28.4,24.5,99.0,99.00
2011-08-27 23:50,221,9.5,11.0,99.00,99.00,99.00,999,1002.1,29.2,28.3,24.7,99.0,99.00
2011-08-28 00:50,215,8.4,9.8,1.59,9.09,5.24,999,1002.5,28.9,28.2,25.0,99.0,99.00
2011-08-28 01:50,212,8.2,9.7,1.52,9.09,5.31,999,1003.1,29.0,28.2,24.9,99.0,99.00
2011-08-28 02:50,220,6.5,8.2,1.50,9.09,5.60,999,1003.4,28.7,28.2,24.3,99.0,99.00
2011-08-28 03:50,222,6.9,8.7,1.35,10.00,5.28,999,1003.4,28.3,28.2,23.9,99.0,99.00
2011-08-28 04:50,201,5.9,7.5,1.29,9.09,5.25,999,1003.0,28.6,28.1,24.3,99.0,99.00
2011-08-28 05:50,209,5.0,6.1,1.19,10.00,5.54,999,1002.8,28.6,28.1,24.2,99.0,99.00
2011-08-28 06:50,298,4.5,6.1,1.11,10.00,5.43,999,1002.8,28.4,28.1,24.5,99.0,99.00
2011-08-28 07:50,293,3.0,3.8,1.02,10.00,5.50,999,1002.4,28.5,28.1,24.1,99.0,99.00
2011-08-28 08:50,342,3.0,3.7,0.96,10.00,5.38,999,1002.5,28.1,28.1,24.3,99.0,99.00
2011-08-28 09:50,9,4.7,5.6,0.88,10.00,5.36,999,1002.7,28.6,28.0,21.0,99.0,99.00
2011-08-28 10:50,344,5.1,6.1,0.78,10.00,4.93,999,1003.3,27.7,28.1,21.3,99.0,99.00
2011-08-28 11:50,358,3.8,4.6,0.77,10.00,4.65,999,1003.9,27.7,28.1,19.9,99.0,99.00
2011-08-28 12:50,359,4.2,5.6,0.94,9.09,4.97,999,1004.7,27.6,28.1,20.2,99.0,99.00
2011-08-28 13:50,4,4.1,5.1,1.08,5.88,5.00,999,1005.2,27.6,28.1,19.9,99.0,99.00
2011-08-28 14:50,22,3.4,4.5,1.07,9.09,4.84,999,1005.8,27.6,28.2,19.9,99.0,99.00
2011-08-28 15:50,38,3.1,3.8,1.05,8.33,5.02,999,1005.9,27.5,28.3,20.5,99.0,99.00
2011-08-28 16:50,47,3.0,3.6,1.12,9.09,5.35,999,1006.0,27.6,28.4,20.7,99.0,99.00
2011-08-28 17:50,88,2.5,3.2,1.14,8.33,5.39,999,1005.7,27.7,28.6,21.1,99.0,99.00
2011-08-28 18:50,128,2.8,3.6,0.99,8.33,5.26,999,1005.5,28.0,28.7,21.8,99.0,99.00
2011-08-28 19:50,133,1.6,2.2,1.01,7.69,5.50,999,1005.2,28.5,29.1,23.0,99.0,99.00
2011-08-28 20:50,224,1.9,2.6,1.01,7.69,5.57,999,1005.1,28.7,29.2,23.9,99.0,99.00
2011-08-28 21:50,201,2.2,2.8,0.99,7.69,5.47,999,1005.3,28.7,29.2,24.1,99.0,99.00
2011-08-28 22:50,225,4.3,5.0,1.02,7.14,5.44,999,1005.6,28.5,29.1,24.5,99.0,99.00
2011-08-28 23:50,219,4.3,5.0,1.10,8.33,5.58,999,1005.9,28.1,28.8,24.6,99.0,99.00
2011-08-29 00:50,230,3.6,4.0,1.15,7.14,5.63,999,1006.6,28.0,28.3,24.6,99.0,99.00
2011-08-29 01:50,226,3.1,3.5,1.12,7.69,5.67,999,1007.4,27.8,28.3,24.7,99.0,99.00
2011-08-29 02:50,231,2.1,2.5,1.09,7.14,5.63,999,1007.8,27.7,28.2,24.6,99.0,99.00
2011-08-29 03:50,204,1.6,1.9,1.02,7.69,5.78,999,1008.4,27.7,28.1,24.7,99.0,99.00
2011-08-29 04:50,175,1.6,1.9,0.96,7.69,5.55,999,1008.3,27.8,27.8,25.3,99.0,99.00
2011-08-29 05:50,139,2.7,3.2,0.98,7.69,5.42,999,1008.0,27.7,27.6,25.7,99.0,99.00
2011-08-29 06:50,148,3.2,4.0,0.89,8.33,5.32,999,1007.9,27.9,27.6,26.2,99.0,99.00
2011-08-29 07:50,139,3.5,4.2,0.79,6.67,5.33,999,1007.9,28.0,27.7,26.4,99.0,99.00
2011-08-29 08:50,177,2.7,3.1,0.81,8.33,5.23,999,1007.9,28.3,27.8,26.4,99.0,99.00
2011-08-29 09:50,172,3.3,3.8,0.78,8.33,5.03,999,1008.2,28.3,27.9,26.5,99.0,99.00
2011-08-29 10:50,149,2.0,2.7,0.75,8.33,4.70,999,1008.8,28.2,27.8,26.6,99.0,99.00
2011-08-29 11:50,169,1.9,2.2,0.74,8.33,4.68,999,1009.4,28.3,27.8,26.5,99.0,99.00
2011-08-29 12:50,178,2.3,2.7,0.78,8.33,4.66,999,1009.8,28.6,28.0,26.5,99.0,99.00
2011-08-29 13:50,187,3.8,4.4,0.83,5.00,4.73,999,1010.3,28.4,28.1,25.6,99.0,99.00
2011-08-29 14:50,222,4.4,5.2,0.90,7.69,4.92,999,1010.7,28.5,28.2,25.0,99.0,99.00
2011-08-29 15:50,218,5.7,6.5,0.95,8.33,4.89,999,1011.0,28.4,28.0,24.6,99.0,99.00
2011-08-29 16:50,222,6.4,7.7,0.90,7.69,4.99,999,1011.1,28.4,28.1,24.7,99.0,99.00
2011-08-29 17:50,217,5.6,6.3,0.82,6.67,4.78,999,1010.9,28.4,28.2,25.2,99.0,99.00
2011-08-29 18:50,229,4.6,5.3,0.96,6.25,4.93,999,1010.7,28.5,28.4,25.4,99.0,99.00
2011-08-29 19:50,214,5.1,6.0,0.89,10.00,4.85,999,1010.3,28.5,28.5,25.2,99.0,99.00
2011-08-29 20:50,214,4.0,4.8,0.84,10.00,4.82,999,1010.5,28.6,28.7,24.9,99.0,99.00
2011-08-29 21:50,197,3.0,3.4,0.78,10.81,4.97,999,1010.5,28.9,28.8,24.1,99.0,99.00
2011-08-29 22:50,165,2.0,2.6,0.81,10.81,5.21,999,1010.7,28.5,28.7,25.0,99.0,99.00
2011-08-29 23:50,168,3.4,4.2,0.79,10.81,5.25,999,1010.4,28.4,28.5,24.7,99.0,99.00
2011-08-30 00:50,150,3.1,4.0,0.93,10.81,5.57,999,1011.0,28.1,28.4,25.1,99.0,99.00
2011-08-30 01:50,197,2.8,3.5,0.84,10.81,5.06,999,1012.1,28.2,28.2,24.5,99.0,99.00
2011-08-30 02:50,195,2.8,3.5,0.86,10.00,5.43,999,1012.0,28.4,28.1,24.8,99.0,99.00
2011-08-30 03:50,193,4.5,5.2,0.86,10.00,5.12,999,1012.2,28.5,28.0,25.1,99.0,99.00
2011-08-30 04:50,205,4.5,5.2,0.93,5.88,4.95,999,1012.9,28.4,27.9,25.3,99.0,99.00
2011-08-30 05:50,209,4.5,5.5,0.99,10.00,4.80,999,1012.7,28.3,27.9,25.0,99.0,99.00
2011-08-30 06:50,209,4.4,5.4,1.02,10.00,4.95,999,1012.1,28.2,27.9,25.2,99.0,99.00
2011-08-30 07:50,238,2.3,2.9,99.00,99.00,99.00,999,1012.8,28.1,27.8,25.3,99.0,99.00
2011-08-30 08:50,338,2.2,2.8,1.05,10.00,5.10,999,1013.0,27.7,27.9,25.6,99.0,99.00
2011-08-30 09:50,10,4.6,5.7,1.03,10.00,5.26,999,1013.3,27.5,27.9,25.2,99.0,99.00
2011-08-30 10:50,35,5.8,7.1,0.87,10.00,5.18,999,1013.1,27.1,27.6,23.7,99.0,99.00
2011-08-30 11:50,45,8.6,9.8,0.94,10.00,5.07,999,1013.7,26.9,27.4,23.9,99.0,99.00
2011-08-30 12:50,66,8.0,9.4,1.06,9.09,4.72,999,1014.6,27.6,27.3,23.6,99.0,99.00
2011-08-30 13:50,93,4.7,5.7,1.09,9.09,4.73,999,1015.9,27.6,27.4,23.6,99.0,99.00
2011-08-30 14:50,98,4.3,5.1,1.09,4.76,4.80,999,1015.6,27.7,27.5,23.2,99.0,99.00
2011-08-30 15:50,118,3.3,4.2,1.10,9.09,5.12,999,1015.9,27.8,27.6,23.2,99.0,99.00
2011-08-30 16:50,120,2.7,3.3,1.17,10.00,5.34,999,1016.5,28.1,27.8,23.0,99.0,99.00
2011-08-30 17:50,40,2.4,3.2,1.09,5.26,5.18,999,1016.5,28.1,27.9,22.7,99.0,99.00
2011-08-30 18:50,30,5.3,6.0,1.09,9.09,5.31,999,1016.3,27.5,27.9,23.9,99.0,99.00
2011-08-30 19:50,31,8.2,9.7,1.14,5.26,4.76,999,1015.1,27.2,27.8,24.0,99.0,99.00
2011-08-30 20:50,32,9.4,11.2,1.25,5.00,4.57,999,1015.1,26.9,27.6,24.0,99.0,99.00
2011-08-30 21:50,33,10.1,11.8,1.31,5.26,4.62,999,1015.3,26.9,27.6,23.7,99.0,99.00
2011-08-30 22:50,39,9.3,10.8,1.49,5.26,4.86,999,1015.8,27.1,27.5,23.3,99.0,99.00
2011-08-30 23:50,49,9.0,10.4,1.51,5.56,4.87,999,1016.3,27.0,27.4,23.8,99.0,99.00
2011-08-31 00:50,63,7.6,9.0,1.46,5.56,4.91,999,1016.9,27.4,27.4,23.1,99.0,99.00
2011-08-31 01:50,64,7.9,9.3,1.34,5.56,4.83,999,1017.2,27.3,27.5,23.5,99.0,99.00
2011-08-31 02:50,84,7.4,8.9,1.21,5.56,4.81,999,1017.6,27.5,27.5,23.1,99.0,99.00
2011-08-31 03:50,76,6.6,8.2,1.21,5.88,4.82,999,1018.0,27.5,27.5,23.2,99.0,99.00
2011-08-31 04:50,80,6.7,7.9,1.25,5.00,4.77,999,1018.4,27.4,27.4,23.2,99.0,99.00
2011-08-31 05:50,62,6.6,7.5,1.18,5.56,4.67,999,1018.2,27.3,27.3,23.1,99.0,99.00
2011-08-31 06:50,64,6.2,7.5,1.13,5.56,4.68,999,1018.1,27.3,27.3,23.2,99.0,99.00
2011-08-31 07:50,56,6.0,7.1,1.06,9.09,4.60,999,1017.9,27.2,27.2,23.3,99.0,99.00
2011-08-31 08:50,51,6.3,7.3,1.00,9.09,4.58,999,1017.6,27.1,27.2,23.0,99.0,99.00
2011-08-31 09:50,43,6.9,8.2,1.03,9.09,4.54,999,1017.9,27.0,27.2,23.1,99.0,99.00
2011-08-31 10:50,52,6.9,8.0,1.00,5.00,4.60,999,1018.5,27.1,27.5,22.7,99.0,99.00
2011-08-31 11:50,39,7.7,9.6,1.07,5.56,4.90,999,1019.0,27.0,27.7,23.6,99.0,99.00
2011-08-31 12:50,33,9.1,10.3,1.14,4.76,4.47,999,1019.3,26.7,27.7,23.2,99.0,99.00
2011-08-31 13:50,37,8.8,11.1,1.29,5.56,4.75,999,1019.8,26.6,27.8,23.0,99.0,99.00
2011-08-31 14:50,34,8.1,9.3,1.32,5.00,4.74,999,1020.5,26.6,27.8,22.6,99.0,99.00
2011-08-31 15:50,34,8.0,9.6,1.21,5.88,4.62,999,1020.6,26.5,27.9,22.2,99.0,99.00
2011-08-31 16:50,37,6.9,8.1,1.21,5.26,4.54,999,1020.5,26.4,27.9,22.1,99.0,99.00
2011-08-31 17:50,41,6.9,8.1,1.20,5.56,4.58,999,1020.3,26.4,27.6,22.0,99.0,99.00
2011-08-31 18:50,47,7.0,8.2,1.21,5.56,4.46,999,1020.0,26.5,27.5,21.6,99.0,99.00
2011-08-31 19:50,48,6.6,8.0,1.13,5.26,4.46,999,1019.4,26.6,27.4,22.2,99.0,99.00
2011-08-31 20:50,44,6.7,7.8,1.09,5.88,4.39,999,1019.3,26.6,27.4,22.0,99.0,99.00
2011-08-31 21:50,45,6.2,7.3,1.20,5.56,4.48,999,1019.2,26.6,27.4,21.7,99.0,99.00
2011-08-31 22:50,45,5.9,7.3,1.03,5.26,4.47,999,1019.3,26.5,27.4,21.8,99.0,99.00
2011-08-31 23:50,58,5.3,6.2,0.92,5.26,4.47,999,1019.3,26.6,27.3,21.0,99.0,99.00
2011-09-01 00:50,67,6.0,7.0,0.95,5.56,4.62,999,1019.7,26.6,27.5,21.3,99.0,99.00
2011-09-01 01:50,64,5.5,6.7,0.94,5.56,4.51,999,1020.3,26.7,27.7,21.3,99.0,99.00
2011-09-01 02:50,80,5.1,6.2,0.95,8.33,4.73,999,1020.6,26.9,27.7,20.5,99.0,99.00
2011-09-01 03:50,87,4.6,5.5,0.96,9.09,4.98,999,1020.6,27.1,27.6,19.5,99.0,99.00
2011-09-01 04:50,79,4.3,5.0,0.99,8.33,4.94,999,1020.7,27.3,27.4,19.4,99.0,99.00
2011-09-01 05:50,75,4.1,4.9,0.95,8.33,5.04,999,1020.3,27.5,27.3,18.8,99.0,99.00
2011-09-01 06:50,66,4.4,5.4,0.92,8.33,4.86,999,1020.0,27.4,27.3,18.5,99.0,99.00
2011-09-01 07:50,52,4.4,5.3,0.99,7.69,5.01,999,1019.8,27.3,27.4,18.0,99.0,99.00
2011-09-01 08:50,54,4.1,5.2,1.01,7.69,5.11,999,1019.6,27.1,27.5,18.5,99.0,99.00
2011-09-01 09:50,43,4.9,5.9,0.92,8.33,5.26,999,1019.7,26.9,27.5,19.5,99.0,99.00
2011-09-01 10:50,37,5.5,7.4,0.94,9.09,5.25,999,1019.9,26.5,27.5,19.6,99.0,99.00
2011-09-01 11:50,25,5.7,7.1,0.95,9.09,5.32,999,1020.5,26.4,27.5,19.4,99.0,99.00
2011-09-01 12:50,21,5.2,6.5,1.04,9.09,5.34,999,1020.7,26.3,27.6,19.1,99.0,99.00
2011-09-01 13:50,18,5.0,6.0,1.03,7.14,5.80,999,1020.9,26.2,27.7,19.6,99.0,99.00
2011-09-01 14:50,10,5.5,7.1,1.03,9.09,5.60,999,1021.3,26.0,27.7,19.6,99.0,99.00
2011-09-01 15:50,14,6.8,8.6,1.00,8.33,5.28,999,1020.6,26.0,27.8,20.2,99.0,99.00
2011-09-01 16:50,14,7.2,8.5,0.99,9.09,5.04,999,1020.2,25.7,27.8,19.4,99.0,99.00
2011-09-01 17:50,20,6.7,7.9,1.00,9.09,4.77,999,1020.1,25.8,27.9,18.3,99.0,99.00
2011-09-01 18:50,20,7.0,8.6,1.09,6.67,4.58,999,1019.6,25.6,27.9,17.5,99.0,99.00
2011-09-01 19:50,30,6.4,7.6,1.01,5.56,4.40,999,1019.1,25.6,27.8,17.6,99.0,99.00
2011-09-01 20:50,39,6.9,8.2,1.10,5.00,4.38,999,1018.5,25.9,27.7,17.5,99.0,99.00
2011-09-01 21:50,56,7.2,8.5,1.00,5.26,4.28,999,1018.5,26.1,27.7,16.4,99.0,99.00
2011-09-01 22:50,73,6.0,7.8,0.98,4.55,4.30,999,1018.3,26.1,27.7,15.5,99.0,99.00
2011-09-01 23:50,77,6.1,7.3,0.95,5.88,4.48,999,1018.2,26.0,27.6,15.8,99.0,99.00
2011-09-02 00:50,70,6.3,7.7,0.98,5.56,4.61,999,1018.4,26.4,27.7,15.4,99.0,99.00
2011-09-02 01:50,76,5.4,7.0,0.95,5.88,4.65,999,1018.6,26.4,27.7,16.0,99.0,99.00
2011-09-02 02:50,83,5.4,6.5,0.94,9.09,4.75,999,1018.2,26.5,27.7,15.0,99.0,99.00
2011-09-02 03:50,114,4.5,5.4,0.95,8.33,5.12,999,1018.1,26.4,27.6,16.0,99.0,99.00
2011-09-02 04:50,96,4.5,5.7,0.95,8.33,5.22,999,1018.0,26.4,27.6,16.3,99.0,99.00
2011-09-02 05:50,77,4.5,5.9,0.89,9.09,5.09,999,1017.8,26.5,27.5,15.8,99.0,99.00
2011-09-02 06:50,58,5.0,6.3,0.84,8.33,4.87,999,1017.5,26.5,27.4,16.3,99.0,99.00
2011-09-02 07:50,59,4.6,5.8,0.77,8.33,4.81,999,1017.3,26.3,27.5,16.9,99.0,99.00
2011-09-02 08:50,47,4.9,5.8,0.78,6.67,4.88,999,1017.3,26.3,27.4,17.3,99.0,99.00
2011-09-02 09:50,35,4.6,6.2,0.83,8.33,4.97,999,1017.7,26.2,27.4,18.0,99.0,99.00
2011-09-02 10:50,33,4.3,5.5,0.78,10.00,5.00,999,1018.2,26.1,27.4,18.0,99.0,99.00
2011-09-02 11:50,26,4.9,5.9,0.82,8.33,5.12,999,1018.2,26.1,27.4,18.2,99.0,99.00
2011-09-02 12:50,15,4.6,6.0,0.80,8.33,4.84,999,1018.3,26.1,27.5,18.9,99.0,99.00
2011-09-02 13:50,14,5.4,6.8,0.87,9.09,5.20,999,1018.6,26.0,27.7,19.0,99.0,99.00
2011-09-02 14:50,15,5.5,6.6,0.86,7.69,5.13,999,1019.0,26.0,27.8,19.5,99.0,99.00
2011-09-02 15:50,13,4.7,6.0,0.88,8.33,5.26,999,1018.6,26.0,27.9,19.3,99.0,99.00
2011-09-02 16:50,23,4.8,6.0,0.83,9.09,5.01,999,1018.4,25.9,27.9,20.0,99.0,99.00
2011-09-02 17:50,30,3.9,5.1,0.82,7.69,5.06,999,1018.0,25.9,28.0,20.3,99.0,99.00
2011-09-02 18:50,35,4.0,5.3,0.89,7.69,5.01,999,1017.5,26.0,28.0,20.5,99.0,99.00
2011-09-02 19:50,65,2.8,4.1,0.89,8.33,5.17,999,1016.8,26.1,28.0,20.4,99.0,99.00
